" member_uri					";" name	            "
  http://dbpedia.org/resource/Dan_Catsis  ;  Dan Catsis   
  http://dbpedia.org/resource/Bruce_Smith_(musician)  ;  Bruce Smith   
  http://dbpedia.org/resource/Gareth_Sager  ;  Gareth Sager   
  http://dbpedia.org/resource/Ramon_Ortiz_(musician)  ;  Ramon Ortiz   
  http://dbpedia.org/resource/Vern_Rumsey  ;  Vern Rumsey   
  http://dbpedia.org/resource/Justin_Trosper  ;  Justin Trosper   
  http://dbpedia.org/resource/David_Scott_Stone  ;  David Scott Stone   
  http://dbpedia.org/resource/Dave_Dictor  ;  Dave Dictor   
  http://dbpedia.org/resource/Dave_Dictor  ;  David Dictor   
  http://dbpedia.org/resource/Daníel_Ágúst_Haraldsson  ;  Daníel Ágúst Haraldsson   
  http://dbpedia.org/resource/Dan_Hipgrave  ;  Dan Hipgrave   
  http://dbpedia.org/resource/Kate_Jackson_(singer)  ;  Kate Jackson   
  http://dbpedia.org/resource/Andy_Winter_(musician)  ;  Andy Winter   
  http://dbpedia.org/resource/Jan_Axel_Blomberg  ;  Jan Axel Blomberg   
  http://dbpedia.org/resource/Lars_Nedland  ;  Lars Nedland   
  http://dbpedia.org/resource/Peter_Tuthill  ;  Peter Tuthill   
  http://dbpedia.org/resource/Calvin_Johnson_(musician)  ;  Calvin Johnson   
  http://dbpedia.org/resource/Colin_Blunstone  ;  Colin Blunstone   
  http://dbpedia.org/resource/Rod_Argent  ;  Rod Argent   
  http://dbpedia.org/resource/Jim_Rodford  ;  Jim Rodford   
  http://dbpedia.org/resource/Howard_Kaylan  ;  Howard Kaylan   
  http://dbpedia.org/resource/Mark_Volman  ;  Mark Volman   
  http://dbpedia.org/resource/Jesse_Murphy  ;  Jesse Murphy   
  http://dbpedia.org/resource/Sabina_Sciubba  ;  Sabina   
  http://dbpedia.org/resource/Sabina_Sciubba  ;  Sabina Sciubba   
  http://dbpedia.org/resource/Les_McKeown  ;  Les McKeown   
  http://dbpedia.org/resource/Alan_Longmuir  ;  Alan Longmuir   
  http://dbpedia.org/resource/Stuart_John_Wood  ;  Stuart John Wood   
  http://dbpedia.org/resource/Mikey_Heppner  ;  Mikey Heppner   
  http://dbpedia.org/resource/Katie_Noonan  ;  Katie Noonan   
  http://dbpedia.org/resource/Tyrone_Noonan  ;  Tyrone Noonan   
  http://dbpedia.org/resource/Bez_(dancer)  ;  Bez   
  http://dbpedia.org/resource/Shaun_Ryder  ;  Shaun Ryder   
  http://dbpedia.org/resource/Matt_Worobec  ;  Matt Worobec   
  http://dbpedia.org/resource/Chuck_Coles  ;  Chuck Coles   
  http://dbpedia.org/resource/Ted_Kirkpatrick  ;  Ted Kirkpatrick   
  http://dbpedia.org/resource/Benoît_Poher  ;  Benoît Poher   
  http://dbpedia.org/resource/Mark_Read_(singer)  ;  Mark Read   
  http://dbpedia.org/resource/Ben_Adams  ;  Ben Adams   
  http://dbpedia.org/resource/Christian_Ingebrigtsen  ;  Christian Ingebrigtsen   
  http://dbpedia.org/resource/Soopafly  ;  Soopafly   
  http://dbpedia.org/resource/Cameron_Melnyk  ;  Cameron Melnyk   
  http://dbpedia.org/resource/Peter_Daltrey  ;  Peter Daltrey   
  http://dbpedia.org/resource/Neal_Casal  ;  Neal Casal   
  http://dbpedia.org/resource/Aaron_Sperske  ;  Aaron Sperske   
  http://dbpedia.org/resource/Trey_Azagthoth  ;  Trey Azagthoth   
  http://dbpedia.org/resource/Monica_Richards  ;  Monica Richards   
  http://dbpedia.org/resource/William_Faith  ;  William Faith   
  http://dbpedia.org/resource/Kurt_Harland  ;  Kurt Harland   
  http://dbpedia.org/resource/James_Cassidy_(musician)  ;  James Cassidy   
  http://dbpedia.org/resource/Paul_Robb  ;  Paul Robb   
  http://dbpedia.org/resource/Jonathan_Jones_(musician)  ;  Jonathan Jones   
  http://dbpedia.org/resource/Patty_Smyth  ;  Patty Smyth   
  http://dbpedia.org/resource/De_Novo_Dahl  ;  De Novo Dahl   
  http://dbpedia.org/resource/Tony_Banks_(musician)  ;  Tony Banks   
  http://dbpedia.org/resource/Mike_Rutherford  ;  Mike Rutherford   
  http://dbpedia.org/resource/Phil_Collins  ;  Phil Collins   
  http://dbpedia.org/resource/Micky_Dolenz  ;  Micky Dolenz   
  http://dbpedia.org/resource/Peter_Tork  ;  Peter Tork   
  http://dbpedia.org/resource/Mick_Jagger  ;  Mick Jagger   
  http://dbpedia.org/resource/Mick_Jagger  ;  Sir Mick Jagger   
  http://dbpedia.org/resource/Mick_Jagger  ;  (KBE)   
  http://dbpedia.org/resource/Keith_Richards  ;  Keith Richards   
  http://dbpedia.org/resource/Ronnie_Wood  ;  Ronnie Wood   
  http://dbpedia.org/resource/Charlie_Watts  ;  Charlie Watts   
  http://dbpedia.org/resource/Fruitbat  ;  Fruitbat   
  http://dbpedia.org/resource/Fruitbat  ;  Les Carter   
  http://dbpedia.org/resource/Jim_Bob  ;  Jim Bob   
  http://dbpedia.org/resource/Flea_(musician)  ;  Flea   
  http://dbpedia.org/resource/Anthony_Kiedis  ;  Anthony Kiedis   
  http://dbpedia.org/resource/Chad_Smith  ;  Chad Smith   
  http://dbpedia.org/resource/Josh_Klinghoffer  ;  Josh Klinghoffer   
  http://dbpedia.org/resource/Jens_Funke  ;  Jens Funke   
  http://dbpedia.org/resource/D._D._Verni  ;  D. D. Verni   
  http://dbpedia.org/resource/D._D._Verni  ;  D.D. Verni   
  http://dbpedia.org/resource/Bobby_Ellsworth  ;  Bobby Ellsworth   
  http://dbpedia.org/resource/Bobby_Ellsworth  ;  Bobby     Blitz     Ellsworth   
  http://dbpedia.org/resource/Jay_Weinberg  ;  Jay Weinberg   
  http://dbpedia.org/resource/Chris_Fehn  ;  Chris Fehn   
  http://dbpedia.org/resource/Alessandro_Venturella  ;  Alessandro Venturella   
  http://dbpedia.org/resource/Corey_Taylor  ;  Corey Taylor   
  http://dbpedia.org/resource/Sid_Wilson  ;  Sid Wilson   
  http://dbpedia.org/resource/Craig_Jones_(musician)  ;  Craig Jones   
  http://dbpedia.org/resource/Shawn_Crahan  ;  Shawn Crahan   
  http://dbpedia.org/resource/Shawn_Crahan  ;  M. Shawn Crahan   
  http://dbpedia.org/resource/Jim_Root  ;  James Root   
  http://dbpedia.org/resource/Jim_Root  ;  Jim Root   
  http://dbpedia.org/resource/Mick_Thomson  ;  Mick Thomson   
  http://dbpedia.org/resource/Ali_McMordie  ;  Ali McMordie   
  http://dbpedia.org/resource/Jake_Burns  ;  Jake Burns   
  http://dbpedia.org/resource/Ian_McCallum  ;  Ian McCallum   
  http://dbpedia.org/resource/Steve_Grantley  ;  Steve Grantley   
  http://dbpedia.org/resource/Neil_Cooper_(drummer)  ;  Neil Cooper   
  http://dbpedia.org/resource/Michael_McKeegan  ;  Michael McKeegan   
  http://dbpedia.org/resource/Andy_Cairns  ;  Andy Cairns   
  http://dbpedia.org/resource/Dallas_Tamaira  ;  Dallas Tamaira   
  http://dbpedia.org/resource/Henjo_Richter  ;  Henjo Richter   
  http://dbpedia.org/resource/Kai_Hansen  ;  Kai Hansen   
  http://dbpedia.org/resource/Dirk_Schlächter  ;  Dirk Schlächter   
  http://dbpedia.org/resource/Clint_Boon  ;  Clint Boon   
  http://dbpedia.org/resource/Ton_Scherpenzeel  ;  Ton Scherpenzeel   
  http://dbpedia.org/resource/Dan_Swanö  ;  Dan Swanö   
  http://dbpedia.org/resource/James_Reid_(musician)  ;  James Reid   
  http://dbpedia.org/resource/Jack_Blades  ;  Jack Blades   
  http://dbpedia.org/resource/Keri_Kelli  ;  Keri Kelli   
  http://dbpedia.org/resource/Brad_Gillis  ;  Brad Gillis   
  http://dbpedia.org/resource/Kelly_Keagy  ;  Kelly Keagy   
  http://dbpedia.org/resource/Black_Francis  ;  Black Francis   
  http://dbpedia.org/resource/Joey_Santiago  ;  Joey Santiago   
  http://dbpedia.org/resource/David_Lovering  ;  David Lovering   
  http://dbpedia.org/resource/Paz_Lenchantin  ;  Paz Lenchantin   
  http://dbpedia.org/resource/Krayzie_Bone  ;  Krayzie Bone   
  http://dbpedia.org/resource/Wish_Bone  ;  Wish Bone   
  http://dbpedia.org/resource/Flesh-n-Bone  ;  Flesh-n-Bone   
  http://dbpedia.org/resource/Layzie_Bone  ;  Layzie Bone   
  http://dbpedia.org/resource/Bizzy_Bone  ;  Bizzy Bone   
  http://dbpedia.org/resource/Tomasz_Halicki  ;  Tomasz Halicki   
  http://dbpedia.org/resource/Marek_Pająk  ;  Marek Pająk   
  http://dbpedia.org/resource/Piotr_Wiwczarek  ;  Piotr Wiwczarek   
  http://dbpedia.org/resource/Feliciano_Vierra_Tavares  ;  Feliciano Vierra Tavares   
  http://dbpedia.org/resource/Scott_Henderson  ;  Scott Henderson   
  http://dbpedia.org/resource/Gary_Willis  ;  Gary Willis   
  http://dbpedia.org/resource/Deron_Johnson_(musician)  ;  Deron Johnson   
  http://dbpedia.org/resource/Pat_Smear  ;  Pat Smear   
  http://dbpedia.org/resource/Chris_Shiflett  ;  Chris Shiflett   
  http://dbpedia.org/resource/Dave_Grohl  ;  Dave Grohl   
  http://dbpedia.org/resource/Nate_Mendel  ;  Nate Mendel   
  http://dbpedia.org/resource/Taylor_Hawkins  ;  Taylor Hawkins   
  http://dbpedia.org/resource/Ricky_Bell_(singer)  ;  Ricky Bell   
  http://dbpedia.org/resource/Johnny_Gill  ;  Johnny Gill   
  http://dbpedia.org/resource/Bobby_Brown  ;  Bobby Brown   
  http://dbpedia.org/resource/Michael_Bivins  ;  Michael Bivins   
  http://dbpedia.org/resource/Ralph_Tresvant  ;  Ralph Tresvant   
  http://dbpedia.org/resource/Ronnie_DeVoe  ;  Ronnie DeVoe   
  http://dbpedia.org/resource/Koshi_Inaba  ;  Koshi Inaba   
  http://dbpedia.org/resource/Tak_Matsumoto  ;  Tak Matsumoto   
  http://dbpedia.org/resource/Tak_Matsumoto  ;  Takahiro Matsumoto   
  http://dbpedia.org/resource/Joey_Tempest  ;  Joey Tempest   
  http://dbpedia.org/resource/Ian_Haugland  ;  Ian Haugland   
  http://dbpedia.org/resource/John_Levén  ;  John Levén   
  http://dbpedia.org/resource/John_Norum  ;  John Norum   
  http://dbpedia.org/resource/Mic_Michaeli  ;  Mic Michaeli   
  http://dbpedia.org/resource/Cut_Chemist  ;  Cut Chemist   
  http://dbpedia.org/resource/DJ_Nu-Mark  ;  DJ Nu-Mark   
  http://dbpedia.org/resource/Chali_2na  ;  Chali 2na   
  http://dbpedia.org/resource/Calum_MacDonald_(musician)  ;  Calum MacDonald   
  http://dbpedia.org/resource/Bruce_Guthro  ;  Bruce Guthro   
  http://dbpedia.org/resource/Rory_Macdonald_(musician)  ;  Rory Macdonald   
  http://dbpedia.org/resource/John_Edwards_(musician)  ;  John Edwards   
  http://dbpedia.org/resource/John_Edwards_(musician)  ;  John 'Rhino' Edwards   
  http://dbpedia.org/resource/Francis_Rossi  ;  Francis Rossi   
  http://dbpedia.org/resource/Rick_Parfitt  ;  Rick Parfitt   
  http://dbpedia.org/resource/Andy_Bown  ;  Andy Bown   
  http://dbpedia.org/resource/Dee_Snider  ;  Dee Snider   
  http://dbpedia.org/resource/Mike_Portnoy  ;  Mike Portnoy   
  http://dbpedia.org/resource/Mark_Mendoza  ;  Mark Mendoza   
  http://dbpedia.org/resource/Eddie_Ojeda  ;  Eddie Ojeda   
  http://dbpedia.org/resource/Jay_Jay_French  ;  Jay Jay French   
  http://dbpedia.org/resource/John_Lombardo  ;  John Lombardo   
  http://dbpedia.org/resource/Mary_Ramsey  ;  Mary Ramsey   
  http://dbpedia.org/resource/Marco_Hietala  ;  Marco Hietala   
  http://dbpedia.org/resource/Zachary_Hietala  ;  Zachary Hietala   
  http://dbpedia.org/resource/Janne_Tolsa  ;  Janne Tolsa   
  http://dbpedia.org/resource/Akira_Jimbo  ;  Akira Jimbo   
  http://dbpedia.org/resource/Issei_Noro  ;  Issei Noro   
  http://dbpedia.org/resource/Todd_Hunter  ;  Todd Hunter   
  http://dbpedia.org/resource/Mark_Williams_(singer)  ;  Mark Williams   
  http://dbpedia.org/resource/Robert_Hart_(musician)  ;  Robert Hart   
  http://dbpedia.org/resource/Steve_Kinch  ;  Steve Kinch   
  http://dbpedia.org/resource/Jimmy_Copley  ;  Jimmy Copley   
  http://dbpedia.org/resource/Manfred_Mann_(musician)  ;  Manfred Mann   
  http://dbpedia.org/resource/Mick_Rogers_(musician)  ;  Mick Rogers   
  http://dbpedia.org/resource/Jared_Shavelson  ;  Jared Shavelson   
  http://dbpedia.org/resource/Dan_Yemin  ;  Dan Yemin   
  http://dbpedia.org/resource/David_Jude_Jolicoeur  ;  David Jude Jolicoeur   
  http://dbpedia.org/resource/David_Jude_Jolicoeur  ;  Dave   
  http://dbpedia.org/resource/Kelvin_Mercer  ;  Kelvin Mercer   
  http://dbpedia.org/resource/Kelvin_Mercer  ;  Posdnuos   
  http://dbpedia.org/resource/Vincent_Mason  ;  Vincent Mason   
  http://dbpedia.org/resource/Vincent_Mason  ;  Maseo   
  http://dbpedia.org/resource/Will_Anderson_(singer)  ;  Will Anderson   
  http://dbpedia.org/resource/Jesse_Quin  ;  Jesse Quin   
  http://dbpedia.org/resource/Richard_Hughes_(musician)  ;  Richard Hughes   
  http://dbpedia.org/resource/Tom_Chaplin  ;  Tom Chaplin   
  http://dbpedia.org/resource/Tim_Rice-Oxley  ;  Tim Rice-Oxley   
  http://dbpedia.org/resource/Ryo_Owatari  ;  Ryo Owatari   
  http://dbpedia.org/resource/Tomiko_Van  ;  Tomiko Van   
  http://dbpedia.org/resource/Coyle_Girelli  ;  Coyle Girelli   
  http://dbpedia.org/resource/Lee_Sullivan  ;  Lee Sullivan   
  http://dbpedia.org/resource/RAS-1  ;  RAS-1   
  http://dbpedia.org/resource/Michael_Happoldt  ;  Michael Happoldt   
  http://dbpedia.org/resource/Jack_Maness  ;  Jack Maness   
  http://dbpedia.org/resource/Marshall_Goodman  ;  Marshall Goodman   
  http://dbpedia.org/resource/Opie_Ortiz  ;  Opie Ortiz   
  http://dbpedia.org/resource/Earl_Harvin  ;  Earl Harvin   
  http://dbpedia.org/resource/Stuart_A._Staples  ;  Stuart A. Staples   
  http://dbpedia.org/resource/Peter_Cunnah  ;  Peter Cunnah   
  http://dbpedia.org/resource/Dave_Elkins  ;  Dave Elkins   
  http://dbpedia.org/resource/Bill_Kelliher  ;  Bill Kelliher   
  http://dbpedia.org/resource/Brent_Hinds  ;  Brent Hinds   
  http://dbpedia.org/resource/Troy_Sanders  ;  Troy Sanders   
  http://dbpedia.org/resource/Brann_Dailor  ;  Brann Dailor   
  http://dbpedia.org/resource/Francois_Van_Coke  ;  Francois Van Coke   
  http://dbpedia.org/resource/Clark_Datchler  ;  Clark Datchler   
  http://dbpedia.org/resource/Jeff_Duncan_(musician)  ;  Jeff Duncan   
  http://dbpedia.org/resource/Joey_Vera  ;  Joey Vera   
  http://dbpedia.org/resource/Alan_Wilder  ;  Alan Wilder   
  http://dbpedia.org/resource/James_Righton  ;  James Righton   
  http://dbpedia.org/resource/Sam_Rivers_(bassist)  ;  Sam Rivers   
  http://dbpedia.org/resource/John_Otto_(drummer)  ;  John Otto   
  http://dbpedia.org/resource/Fred_Durst  ;  Fred Durst   
  http://dbpedia.org/resource/Wes_Borland  ;  Wes Borland   
  http://dbpedia.org/resource/Corky_Laing  ;  Corky Laing   
  http://dbpedia.org/resource/Mike_Campbell_(musician)  ;  Mike Campbell   
  http://dbpedia.org/resource/Benmont_Tench  ;  Benmont Tench   
  http://dbpedia.org/resource/Tom_Petty  ;  Tom Petty   
  http://dbpedia.org/resource/Steve_Ferrone  ;  Steve Ferrone   
  http://dbpedia.org/resource/Steve_Ferrone  ;  Steven Ferrone   
  http://dbpedia.org/resource/Ron_Blair  ;  Ron Blair   
  http://dbpedia.org/resource/Scott_Thurston  ;  Scott Thurston   
  http://dbpedia.org/resource/Dave_Witte  ;  Dave Witte   
  http://dbpedia.org/resource/Pete_Jupp  ;  Pete Jupp   
  http://dbpedia.org/resource/Steve_Overland  ;  Steve Overland   
  http://dbpedia.org/resource/Zooey_Deschanel  ;  Zooey Deschanel   
  http://dbpedia.org/resource/M._Ward  ;  M. Ward   
  http://dbpedia.org/resource/Randy_Owen  ;  Randy Owen   
  http://dbpedia.org/resource/Jeff_Cook  ;  Jeff Cook   
  http://dbpedia.org/resource/Otep_Shamaya  ;  Otep Shamaya   
  http://dbpedia.org/resource/Sims_(rapper)  ;  Sims   
  http://dbpedia.org/resource/Cecil_Otter  ;  Cecil Otter   
  http://dbpedia.org/resource/Lazerbeak  ;  Lazerbeak   
  http://dbpedia.org/resource/Mike_Mictlan  ;  Mike Mictlan   
  http://dbpedia.org/resource/Dessa  ;  Dessa   
  http://dbpedia.org/resource/Gosh_Dilay  ;  Gosh Dilay   
  http://dbpedia.org/resource/Yael_Yuzon  ;  Yael Yuzon   
  http://dbpedia.org/resource/Brian_Bell  ;  Brian Bell   
  http://dbpedia.org/resource/Patrick_Wilson_(musician)  ;  Patrick Wilson   
  http://dbpedia.org/resource/Rivers_Cuomo  ;  Rivers Cuomo   
  http://dbpedia.org/resource/Scott_Shriner  ;  Scott Shriner   
  http://dbpedia.org/resource/John_Dyer_Baizley  ;  John Dyer Baizley   
  http://dbpedia.org/resource/Florence_Welch  ;  Florence Welch   
  http://dbpedia.org/resource/Isabella_Summers  ;  Isabella Summers   
  http://dbpedia.org/resource/Mat_Flint  ;  Mat Flint   
  http://dbpedia.org/resource/Ian_Button  ;  Ian Button   
  http://dbpedia.org/resource/Chad_Kroeger  ;  Chad Kroeger   
  http://dbpedia.org/resource/Daniel_Adair  ;  Daniel Adair   
  http://dbpedia.org/resource/Ryan_Peake  ;  Ryan Peake   
  http://dbpedia.org/resource/Carmen_Elise_Espenæs  ;  Carmen Elise Espenæs   
  http://dbpedia.org/resource/Adrian_Lambert  ;  Adrian Lambert   
  http://dbpedia.org/resource/Phil_Elverum  ;  Phil Elverum   
  http://dbpedia.org/resource/Phil_Elverum  ;  Phil Elvrum   
  http://dbpedia.org/resource/Markus_Mustonen  ;  Markus Mustonen   
  http://dbpedia.org/resource/Martin_Sköld  ;  Martin Sköld   
  http://dbpedia.org/resource/Sami_Sirviö  ;  Sami Sirviö   
  http://dbpedia.org/resource/Joakim_Berg  ;  Joakim Berg   
  http://dbpedia.org/resource/David_Freiberg  ;  David Freiberg   
  http://dbpedia.org/resource/Gary_Duncan  ;  Gary Duncan   
  http://dbpedia.org/resource/Pauline_Black  ;  Pauline Black   
  http://dbpedia.org/resource/Neol_Davies  ;  Neol Davies   
  http://dbpedia.org/resource/Brian_Ritchie  ;  Brian Ritchie   
  http://dbpedia.org/resource/Gordon_Gano  ;  Gordon Gano   
  http://dbpedia.org/resource/Patterson_Hood  ;  Patterson Hood   
  http://dbpedia.org/resource/Eric_Fish  ;  Eric Fish   
  http://dbpedia.org/resource/Robert_Clivillés  ;  Robert Clivillés   
  http://dbpedia.org/resource/Eric_Kupper  ;  Eric Kupper   
  http://dbpedia.org/resource/Alexis_Taylor  ;  Alexis Taylor   
  http://dbpedia.org/resource/Jus_Oborn  ;  Jus Oborn   
  http://dbpedia.org/resource/Alex_Webster  ;  Alex Webster   
  http://dbpedia.org/resource/Hannes_Grossmann  ;  Hannes Grossmann   
  http://dbpedia.org/resource/Ron_Jarzombek  ;  Ron Jarzombek   
  http://dbpedia.org/resource/Henry_Baum  ;  Henry Baum   
  http://dbpedia.org/resource/Watkin_Tudor_Jones  ;  Watkin Tudor Jones   
  http://dbpedia.org/resource/Yolandi_Visser  ;  Yolandi Visser   
  http://dbpedia.org/resource/Ben_Harper  ;  Ben Harper   
  http://dbpedia.org/resource/Dhani_Harrison  ;  Dhani Harrison   
  http://dbpedia.org/resource/Joseph_Arthur  ;  Joseph Arthur   
  http://dbpedia.org/resource/CEvin_Key  ;  cEvin Key   
  http://dbpedia.org/resource/Phil_Western  ;  Phil Western   
  http://dbpedia.org/resource/Alonza_Bevan  ;  Alonza Bevan   
  http://dbpedia.org/resource/Paul_Winterhart  ;  Paul Winterhart   
  http://dbpedia.org/resource/Crispian_Mills  ;  Crispian Mills   
  http://dbpedia.org/resource/Greg_Kane_(musician)  ;  Greg Kane   
  http://dbpedia.org/resource/Pat_Kane  ;  Pat Kane   
  http://dbpedia.org/resource/Ely_Buendia  ;  Ely Buendia   
  http://dbpedia.org/resource/Chris_Fryar  ;  Chris Fryar   
  http://dbpedia.org/resource/John_Driskell_Hopkins  ;  John Driskell Hopkins   
  http://dbpedia.org/resource/Clay_Cook  ;  Clay Cook   
  http://dbpedia.org/resource/Daniel_de_los_Reyes  ;  Daniel de los Reyes   
  http://dbpedia.org/resource/Bobby_Birdman  ;  Bobby Birdman   
  http://dbpedia.org/resource/Jona_Bechtolt  ;  Jona Bechtolt   
  http://dbpedia.org/resource/Claire_L._Evans  ;  Claire L. Evans   
  http://dbpedia.org/resource/Dean_Fertita  ;  Dean Fertita   
  http://dbpedia.org/resource/Jack_White  ;  Jack White   
  http://dbpedia.org/resource/Alison_Mosshart  ;  Alison Mosshart   
  http://dbpedia.org/resource/Jack_Lawrence_(musician)  ;  Jack Lawrence   
  http://dbpedia.org/resource/Tim_Neufeld  ;  Tim Neufeld   
  http://dbpedia.org/resource/Jon_Neufeld  ;  Jon Neufeld   
  http://dbpedia.org/resource/Craig_Mabbitt  ;  Craig Mabbitt   
  http://dbpedia.org/resource/Tim_Bluhm  ;  Tim Bluhm   
  http://dbpedia.org/resource/Scott_Thunes  ;  Scott Thunes   
  http://dbpedia.org/resource/Ethan_Kath  ;  Ethan Kath   
  http://dbpedia.org/resource/Adam_Blake_(musician)  ;  Adam Blake   
  http://dbpedia.org/resource/Johnny_Blake  ;  Johnny Blake   
  http://dbpedia.org/resource/Stuart_Price  ;  Stuart Price   
  http://dbpedia.org/resource/Roope_Latvala  ;  Roope Latvala   
  http://dbpedia.org/resource/Roope_Latvala  ;  Roope Juhani Latvala   
  http://dbpedia.org/resource/John_Lawry  ;  John Lawry   
  http://dbpedia.org/resource/Bob_Hartman  ;  Bob Hartman   
  http://dbpedia.org/resource/John_Schlitt  ;  John Schlitt   
  http://dbpedia.org/resource/Claudio_Sanchez  ;  Claudio Sanchez   
  http://dbpedia.org/resource/Tom_Scholz  ;  Tom Scholz   
  http://dbpedia.org/resource/Gary_Pihl  ;  Gary Pihl   
  http://dbpedia.org/resource/Tracy_Ferrie  ;  Tracy Ferrie   
  http://dbpedia.org/resource/Tommy_DeCarlo  ;  Tommy DeCarlo   
  http://dbpedia.org/resource/Jeff_Neal  ;  Jeff Neal   
  http://dbpedia.org/resource/Silje_Wergeland  ;  Silje Wergeland   
  http://dbpedia.org/resource/René_Rutten  ;  René Rutten   
  http://dbpedia.org/resource/Frank_Boeijen_(keyboardist)  ;  Frank Boeijen   
  http://dbpedia.org/resource/Hans_Rutten  ;  Hans Rutten   
  http://dbpedia.org/resource/Jerry_Horton  ;  Jerry Horton   
  http://dbpedia.org/resource/Jacoby_Shaddix  ;  Jacoby Shaddix   
  http://dbpedia.org/resource/Tony_Palermo  ;  Tony Palermo   
  http://dbpedia.org/resource/Mark_Gable  ;  Mark Gable   
  http://dbpedia.org/resource/Forrest_Kline  ;  Forrest Kline   
  http://dbpedia.org/resource/Jimmy_Gestapo  ;  Jimmy Gestapo   
  http://dbpedia.org/resource/Samuli_Ponsimaa  ;  Samuli Ponsimaa   
  http://dbpedia.org/resource/Sami_Uusitalo  ;  Sami Uusitalo   
  http://dbpedia.org/resource/Henri_Sorvali  ;  Henri Sorvali   
  http://dbpedia.org/resource/Mathias_Lillmåns  ;  Mathias Lillmåns   
  http://dbpedia.org/resource/Heikki_Saari  ;  Heikki Saari   
  http://dbpedia.org/resource/Serri_(singer)  ;  Serri   
  http://dbpedia.org/resource/Ah_Young  ;  Ah Young   
  http://dbpedia.org/resource/Teddy_Möller  ;  Teddy Möller   
  http://dbpedia.org/resource/Nick_Carter_(musician)  ;  Nick Carter   
  http://dbpedia.org/resource/A._J._McLean  ;  A. J. McLean   
  http://dbpedia.org/resource/Howie_D.  ;  Howie D.   
  http://dbpedia.org/resource/Howie_D.  ;  Howie Dorough   
  http://dbpedia.org/resource/Brian_Littrell  ;  Brian Littrell   
  http://dbpedia.org/resource/Kevin_Richardson_(musician)  ;  Kevin Richardson   
  http://dbpedia.org/resource/Jasen_Rauch  ;  Jasen Rauch   
  http://dbpedia.org/resource/Keith_Wallen  ;  Keith Wallen   
  http://dbpedia.org/resource/Shaun_Foist  ;  Shaun Foist   
  http://dbpedia.org/resource/Benjamin_Burnley  ;  Benjamin Burnley   
  http://dbpedia.org/resource/Benjamin_Burnley  ;  Benjamin Jackson Burnley IV   
  http://dbpedia.org/resource/Kevin_Hearn  ;  Kevin Hearn   
  http://dbpedia.org/resource/Matt_Mondanile  ;  Matt Mondanile   
  http://dbpedia.org/resource/Dominic_Cifarelli  ;  Dominic Cifarelli   
  http://dbpedia.org/resource/Scott_Murphy_(musician)  ;  Scott Murphy   
  http://dbpedia.org/resource/Shane_Smith_(drummer)  ;  Shane Smith   
  http://dbpedia.org/resource/Magnus_Karlsson_(guitarist)  ;  Magnus Karlsson   
  http://dbpedia.org/resource/Tony_Harnell  ;  Tony Harnell   
  http://dbpedia.org/resource/John_Macaluso  ;  John Macaluso   
  http://dbpedia.org/resource/Daniel_Patrick_Quinn  ;  Daniel Patrick Quinn   
  http://dbpedia.org/resource/Doug_Wimbish  ;  Doug Wimbish   
  http://dbpedia.org/resource/Will_Calhoun  ;  Will Calhoun   
  http://dbpedia.org/resource/Alex_Wright_(musician)  ;  Alex Wright   
  http://dbpedia.org/resource/Ivar_Bjørnson  ;  Ivar Bjørnson   
  http://dbpedia.org/resource/Grutle_Kjellson  ;  Grutle Kjellson   
  http://dbpedia.org/resource/Arve_Isdal  ;  Arve Isdal   
  http://dbpedia.org/resource/Jonathan_Jones_(musician)  ;  Jonathan Jones   
  http://dbpedia.org/resource/Ryann_Donnelly  ;  Ryann Donnelly   
  http://dbpedia.org/resource/Charlotte_Ritchie  ;  Charlotte Ritchie   
  http://dbpedia.org/resource/Morgan_Ågren  ;  Morgan Ågren   
  http://dbpedia.org/resource/Göran_Edman  ;  Göran Edman   
  http://dbpedia.org/resource/Jonas_Reingold  ;  Jonas Reingold   
  http://dbpedia.org/resource/Timo_Tolkki  ;  Timo Tolkki   
  http://dbpedia.org/resource/Joe_Perry_(musician)  ;  Joe Perry   
  http://dbpedia.org/resource/Alice_Cooper  ;  Alice Cooper   
  http://dbpedia.org/resource/Johnny_Depp  ;  Johnny Depp   
  http://dbpedia.org/resource/Ishmael_Butler  ;  Ishmael Butler   
  http://dbpedia.org/resource/John_Payne_(singer)  ;  John Payne   
  http://dbpedia.org/resource/Ryo_Okumoto  ;  Ryo Okumoto   
  http://dbpedia.org/resource/Jay_Schellen  ;  Jay Schellen   
  http://dbpedia.org/resource/Jeffrey_Kollman  ;  Jeffrey Kollman   
  http://dbpedia.org/resource/Jeffrey_Kollman  ;  Jeff Kollman   
  http://dbpedia.org/resource/Tyler_Hentschel  ;  Tyler Hentschel   
  http://dbpedia.org/resource/Marcella_Puppini  ;  Marcella Puppini   
  http://dbpedia.org/resource/Dan_Spitz  ;  Dan Spitz   
  http://dbpedia.org/resource/Tom_Ellard  ;  Tom Ellard   
  http://dbpedia.org/resource/JC_Carroll  ;  JC Carroll   
  http://dbpedia.org/resource/Brian_Gibson_(musician)  ;  Brian Gibson   
  http://dbpedia.org/resource/Ryan_Lesser  ;  Ryan Lesser   
  http://dbpedia.org/resource/Vittorio_De_Scalzi  ;  Vittorio De Scalzi   
  http://dbpedia.org/resource/Martyn_Ware  ;  Martyn Ware   
