band_uri					;member_uri				; current_member
http://dbpedia.org/resource/Emigrate_(band);  http://dbpedia.org/resource/Mikko_Sirén  ;true
http://dbpedia.org/resource/Emigrate_(band);  http://dbpedia.org/resource/Richard_Z._Kruspe  ;true
http://dbpedia.org/resource/Emigrate_(band);  http://dbpedia.org/resource/Joe_Letz  ;true
http://dbpedia.org/resource/Hatebreed;  http://dbpedia.org/resource/Jamey_Jasta  ;true
http://dbpedia.org/resource/Jag_Panzer;  http://dbpedia.org/resource/Joey_Tafolla  ;true
http://dbpedia.org/resource/Bang_Tango;  http://dbpedia.org/resource/Rowan_Robertson  ;true
http://dbpedia.org/resource/Bang_Tango;  http://dbpedia.org/resource/Drew_Fortier  ;true
http://dbpedia.org/resource/SSD_(band);  http://dbpedia.org/resource/Chris_Foley_(musician)  ;true
http://dbpedia.org/resource/SSD_(band);  http://dbpedia.org/resource/Jaime_Sciarappa  ;true
http://dbpedia.org/resource/Downsyde;  http://dbpedia.org/resource/Dazastah  ;true
http://dbpedia.org/resource/Downsyde;  http://dbpedia.org/resource/Optamus  ;true
http://dbpedia.org/resource/Leeland_(band);  http://dbpedia.org/resource/Leeland_Dayton_Mooring  ;true
http://dbpedia.org/resource/Tha_Alkaholiks;  http://dbpedia.org/resource/Tash_(rapper)  ;true
http://dbpedia.org/resource/Tha_Alkaholiks;  http://dbpedia.org/resource/J-Ro  ;true
http://dbpedia.org/resource/Tha_Alkaholiks;  http://dbpedia.org/resource/J-Ro  ;true
http://dbpedia.org/resource/At_the_Drive-In;  http://dbpedia.org/resource/Omar_Rodríguez-López  ;true
http://dbpedia.org/resource/At_the_Drive-In;  http://dbpedia.org/resource/Paul_Hinojos  ;true
http://dbpedia.org/resource/At_the_Drive-In;  http://dbpedia.org/resource/Paul_Hinojos  ;true
http://dbpedia.org/resource/At_the_Drive-In;  http://dbpedia.org/resource/Tony_Hajjar  ;true
http://dbpedia.org/resource/At_the_Drive-In;  http://dbpedia.org/resource/Cedric_Bixler-Zavala  ;true
http://dbpedia.org/resource/At_the_Drive-In;  http://dbpedia.org/resource/Keeley_Davis  ;true
http://dbpedia.org/resource/Thunderpuss;  http://dbpedia.org/resource/Chris_Cox_(DJ)  ;true
http://dbpedia.org/resource/Beat_Happening;  http://dbpedia.org/resource/Bret_Lunsford  ;true
http://dbpedia.org/resource/Beat_Happening;  http://dbpedia.org/resource/Calvin_Johnson_(musician)  ;true
http://dbpedia.org/resource/Beat_Happening;  http://dbpedia.org/resource/Heather_Lewis_(musician)  ;true
http://dbpedia.org/resource/The_Pack_(group);  http://dbpedia.org/resource/Lil_B  ;true
http://dbpedia.org/resource/FireHouse_(band);  http://dbpedia.org/resource/Michael_Foster_(musician)  ;true
http://dbpedia.org/resource/FireHouse_(band);  http://dbpedia.org/resource/Bill_Leverty  ;true
http://dbpedia.org/resource/FireHouse_(band);  http://dbpedia.org/resource/C._J._Snare  ;true
http://dbpedia.org/resource/FireHouse_(band);  http://dbpedia.org/resource/C._J._Snare  ;true
http://dbpedia.org/resource/FireHouse_(band);  http://dbpedia.org/resource/Allen_McKenzie  ;true
http://dbpedia.org/resource/Belanova;  http://dbpedia.org/resource/Denisse_Guerrero  ;true
http://dbpedia.org/resource/New_Order_(band);  http://dbpedia.org/resource/Phil_Cunningham_(rock_musician)  ;true
http://dbpedia.org/resource/New_Order_(band);  http://dbpedia.org/resource/Gillian_Gilbert  ;true
http://dbpedia.org/resource/New_Order_(band);  http://dbpedia.org/resource/Tom_Chapman  ;true
http://dbpedia.org/resource/New_Order_(band);  http://dbpedia.org/resource/Stephen_Morris_(musician)  ;true
http://dbpedia.org/resource/New_Order_(band);  http://dbpedia.org/resource/Bernard_Sumner  ;true
http://dbpedia.org/resource/Oregon_(band);  http://dbpedia.org/resource/Ralph_Towner  ;true
http://dbpedia.org/resource/Oregon_(band);  http://dbpedia.org/resource/Paul_McCandless  ;true
http://dbpedia.org/resource/U.S.S.A.;  http://dbpedia.org/resource/Johnny_Rabb  ;true
http://dbpedia.org/resource/U.S.S.A.;  http://dbpedia.org/resource/Paul_Barker  ;true
http://dbpedia.org/resource/U.S.S.A.;  http://dbpedia.org/resource/Duane_Denison  ;true
http://dbpedia.org/resource/Kottonmouth_Kings;  http://dbpedia.org/resource/Daddy_X  ;true
http://dbpedia.org/resource/Kottonmouth_Kings;  http://dbpedia.org/resource/Daddy_X  ;true
http://dbpedia.org/resource/Kottonmouth_Kings;  http://dbpedia.org/resource/The_Dirtball  ;true
http://dbpedia.org/resource/Kottonmouth_Kings;  http://dbpedia.org/resource/D-Loc  ;true
http://dbpedia.org/resource/Kottonmouth_Kings;  http://dbpedia.org/resource/D-Loc  ;true
http://dbpedia.org/resource/AC/DC;  http://dbpedia.org/resource/Stevie_Young  ;true
http://dbpedia.org/resource/AC/DC;  http://dbpedia.org/resource/Angus_Young  ;true
http://dbpedia.org/resource/AC/DC;  http://dbpedia.org/resource/Chris_Slade  ;true
http://dbpedia.org/resource/AC/DC;  http://dbpedia.org/resource/Axl_Rose  ;true
http://dbpedia.org/resource/Billy_Talent;  http://dbpedia.org/resource/Jordan_Hastings  ;true
http://dbpedia.org/resource/Billy_Talent;  http://dbpedia.org/resource/Aaron_Solowoniuk  ;true
http://dbpedia.org/resource/Billy_Talent;  http://dbpedia.org/resource/Benjamin_Kowalewicz  ;true
http://dbpedia.org/resource/Billy_Talent;  http://dbpedia.org/resource/Ian_D'Sa  ;true
http://dbpedia.org/resource/Nazareth_(band);  http://dbpedia.org/resource/Jimmy_Murrison  ;true
http://dbpedia.org/resource/Nazareth_(band);  http://dbpedia.org/resource/Lee_Agnew  ;true
http://dbpedia.org/resource/Nazareth_(band);  http://dbpedia.org/resource/Pete_Agnew  ;true
http://dbpedia.org/resource/Nazareth_(band);  http://dbpedia.org/resource/Pete_Agnew  ;true
http://dbpedia.org/resource/Faust_(band);  http://dbpedia.org/resource/Werner_%22Zappi%22_Diermaier  ;true
http://dbpedia.org/resource/Faust_(band);  http://dbpedia.org/resource/Werner_%22Zappi%22_Diermaier  ;true
http://dbpedia.org/resource/Great_White;  http://dbpedia.org/resource/Mark_Kendall_(guitarist)  ;true
http://dbpedia.org/resource/Great_White;  http://dbpedia.org/resource/Michael_Lardie  ;true
http://dbpedia.org/resource/Great_White;  http://dbpedia.org/resource/Jack_Russell_(musician)  ;true
http://dbpedia.org/resource/Great_White;  http://dbpedia.org/resource/Audie_Desbrow  ;true
http://dbpedia.org/resource/My_Bloody_Valentine_(band);  http://dbpedia.org/resource/Colm_Ó_Cíosóig  ;true
http://dbpedia.org/resource/My_Bloody_Valentine_(band);  http://dbpedia.org/resource/Debbie_Googe  ;true
http://dbpedia.org/resource/My_Bloody_Valentine_(band);  http://dbpedia.org/resource/Kevin_Shields  ;true
http://dbpedia.org/resource/My_Bloody_Valentine_(band);  http://dbpedia.org/resource/Bilinda_Butcher  ;true
http://dbpedia.org/resource/The_Isley_Brothers;  http://dbpedia.org/resource/Ernie_Isley  ;true
http://dbpedia.org/resource/The_Isley_Brothers;  http://dbpedia.org/resource/Ronald_Isley  ;true
http://dbpedia.org/resource/VAST;  http://dbpedia.org/resource/Jon_Crosby  ;true
http://dbpedia.org/resource/Relient_K;  http://dbpedia.org/resource/Matt_Hoopes  ;true
http://dbpedia.org/resource/Relient_K;  http://dbpedia.org/resource/Matt_Hoopes  ;true
http://dbpedia.org/resource/Relient_K;  http://dbpedia.org/resource/Matt_Thiessen  ;true
http://dbpedia.org/resource/Sabbat_(English_band);  http://dbpedia.org/resource/Martin_Walkyier  ;true
http://dbpedia.org/resource/Sabbat_(English_band);  http://dbpedia.org/resource/Andy_Sneap  ;true
http://dbpedia.org/resource/Sabbat_(English_band);  http://dbpedia.org/resource/Gizz_Butt  ;true
http://dbpedia.org/resource/Starflyer_59;  http://dbpedia.org/resource/Jason_Martin_(musician)  ;true
http://dbpedia.org/resource/Starflyer_59;  http://dbpedia.org/resource/Steven_Dail  ;true
http://dbpedia.org/resource/Enchant_(band);  http://dbpedia.org/resource/Ted_Leonard  ;true
http://dbpedia.org/resource/Repeater_(band);  http://dbpedia.org/resource/Steve_Krolikowski  ;true
http://dbpedia.org/resource/Kryst_the_Conqueror;  http://dbpedia.org/resource/Jeff_Scott_Soto  ;true
http://dbpedia.org/resource/Kryst_the_Conqueror;  http://dbpedia.org/resource/Doyle_Wolfgang_von_Frankenstein  ;true
http://dbpedia.org/resource/Kryst_the_Conqueror;  http://dbpedia.org/resource/Dr._Chud  ;true
http://dbpedia.org/resource/Kryst_the_Conqueror;  http://dbpedia.org/resource/Jerry_Only  ;true
http://dbpedia.org/resource/Miss_A;  http://dbpedia.org/resource/Bae_Suzy  ;true
http://dbpedia.org/resource/Miss_A;  http://dbpedia.org/resource/Min_(singer)  ;true
http://dbpedia.org/resource/Miss_A;  http://dbpedia.org/resource/Wang_Feifei  ;true
http://dbpedia.org/resource/Miss_A;  http://dbpedia.org/resource/Wang_Feifei  ;true
http://dbpedia.org/resource/Delain;  http://dbpedia.org/resource/Charlotte_Wessels  ;true
http://dbpedia.org/resource/Delain;  http://dbpedia.org/resource/Martijn_Westerholt  ;true
http://dbpedia.org/resource/Delain;  http://dbpedia.org/resource/Martijn_Westerholt  ;true
http://dbpedia.org/resource/Yellowcard;  http://dbpedia.org/resource/Josh_Portman  ;true
http://dbpedia.org/resource/Yellowcard;  http://dbpedia.org/resource/Ryan_Key  ;true
http://dbpedia.org/resource/Napalm_Death;  http://dbpedia.org/resource/Mitch_Harris  ;true
http://dbpedia.org/resource/Napalm_Death;  http://dbpedia.org/resource/Barney_Greenway  ;true
http://dbpedia.org/resource/Napalm_Death;  http://dbpedia.org/resource/Barney_Greenway  ;true
http://dbpedia.org/resource/Napalm_Death;  http://dbpedia.org/resource/Shane_Embury  ;true
http://dbpedia.org/resource/Napalm_Death;  http://dbpedia.org/resource/Danny_Herrera_(musician)  ;true
http://dbpedia.org/resource/Annihilator_(band);  http://dbpedia.org/resource/Jeff_Waters  ;true
http://dbpedia.org/resource/Wussy;  http://dbpedia.org/resource/Chuck_Cleaver  ;true
http://dbpedia.org/resource/Berlin_(band);  http://dbpedia.org/resource/Terri_Nunn  ;true
http://dbpedia.org/resource/R.I.O.;  http://dbpedia.org/resource/DJ_Manian  ;true
http://dbpedia.org/resource/R.I.O.;  http://dbpedia.org/resource/DJ_Manian  ;true
http://dbpedia.org/resource/Underworld_(band);  http://dbpedia.org/resource/Rick_Smith_(Underworld)  ;true
http://dbpedia.org/resource/Underworld_(band);  http://dbpedia.org/resource/Karl_Hyde  ;true
http://dbpedia.org/resource/The_5th_Dimension;  http://dbpedia.org/resource/Florence_LaRue  ;true
http://dbpedia.org/resource/Arena_(band);  http://dbpedia.org/resource/Clive_Nolan  ;true
http://dbpedia.org/resource/Arena_(band);  http://dbpedia.org/resource/John_Mitchell_(musician)  ;true
http://dbpedia.org/resource/Arena_(band);  http://dbpedia.org/resource/Mick_Pointer  ;true
http://dbpedia.org/resource/DC_Talk;  http://dbpedia.org/resource/Kevin_Max  ;true
http://dbpedia.org/resource/DC_Talk;  http://dbpedia.org/resource/TobyMac  ;true
http://dbpedia.org/resource/DC_Talk;  http://dbpedia.org/resource/Michael_Tait  ;true
http://dbpedia.org/resource/Erasure;  http://dbpedia.org/resource/Andy_Bell_(singer)  ;true
http://dbpedia.org/resource/Erasure;  http://dbpedia.org/resource/Vince_Clarke  ;true
http://dbpedia.org/resource/Stratovarius;  http://dbpedia.org/resource/Matias_Kupiainen  ;true
http://dbpedia.org/resource/Stratovarius;  http://dbpedia.org/resource/Jens_Johansson  ;true
http://dbpedia.org/resource/Stratovarius;  http://dbpedia.org/resource/Timo_Kotipelto  ;true
http://dbpedia.org/resource/Stratovarius;  http://dbpedia.org/resource/Lauri_Porra  ;true
http://dbpedia.org/resource/The_Sweet;  http://dbpedia.org/resource/Andy_Scott_(guitarist)  ;true
http://dbpedia.org/resource/The_Sweet;  http://dbpedia.org/resource/Steve_Priest  ;true
http://dbpedia.org/resource/Transatlantic_(band);  http://dbpedia.org/resource/Neal_Morse  ;true
http://dbpedia.org/resource/Transatlantic_(band);  http://dbpedia.org/resource/Mike_Portnoy  ;true
http://dbpedia.org/resource/Transatlantic_(band);  http://dbpedia.org/resource/Pete_Trewavas  ;true
http://dbpedia.org/resource/Transatlantic_(band);  http://dbpedia.org/resource/Roine_Stolt  ;true
http://dbpedia.org/resource/Avenged_Sevenfold;  http://dbpedia.org/resource/M._Shadows  ;true
http://dbpedia.org/resource/Avenged_Sevenfold;  http://dbpedia.org/resource/Zacky_Vengeance  ;true
http://dbpedia.org/resource/Avenged_Sevenfold;  http://dbpedia.org/resource/Brooks_Wackerman  ;true
http://dbpedia.org/resource/Avenged_Sevenfold;  http://dbpedia.org/resource/Johnny_Christ  ;true
http://dbpedia.org/resource/Avenged_Sevenfold;  http://dbpedia.org/resource/Synyster_Gates  ;true
http://dbpedia.org/resource/Third_Day;  http://dbpedia.org/resource/Mac_Powell  ;true
http://dbpedia.org/resource/Third_Day;  http://dbpedia.org/resource/Mark_Lee_(musician)  ;true
http://dbpedia.org/resource/Chick_Corea_Elektric_Band;  http://dbpedia.org/resource/Chick_Corea  ;true
http://dbpedia.org/resource/Chick_Corea_Elektric_Band;  http://dbpedia.org/resource/Frank_Gambale  ;true
http://dbpedia.org/resource/Chick_Corea_Elektric_Band;  http://dbpedia.org/resource/John_Patitucci  ;true
http://dbpedia.org/resource/Chick_Corea_Elektric_Band;  http://dbpedia.org/resource/Eric_Marienthal  ;true
http://dbpedia.org/resource/Chick_Corea_Elektric_Band;  http://dbpedia.org/resource/Dave_Weckl  ;true
http://dbpedia.org/resource/Buck-Tick;  http://dbpedia.org/resource/Hisashi_Imai  ;true
http://dbpedia.org/resource/Buck-Tick;  http://dbpedia.org/resource/Toll_Yagami  ;true
http://dbpedia.org/resource/Buck-Tick;  http://dbpedia.org/resource/Yutaka_Higuchi_(musician)  ;true
http://dbpedia.org/resource/Buck-Tick;  http://dbpedia.org/resource/Hidehiko_Hoshino  ;true
http://dbpedia.org/resource/Buck-Tick;  http://dbpedia.org/resource/Atsushi_Sakurai  ;true
http://dbpedia.org/resource/Pat_McGee_Band;  http://dbpedia.org/resource/Brian_Fechino  ;true
http://dbpedia.org/resource/Pat_McGee_Band;  http://dbpedia.org/resource/Pat_McGee_(musician)  ;true
http://dbpedia.org/resource/Pat_McGee_Band;  http://dbpedia.org/resource/Jonathan_Williams_(pianist)  ;true
http://dbpedia.org/resource/Pat_McGee_Band;  http://dbpedia.org/resource/Jonathan_Williams_(pianist)  ;true
http://dbpedia.org/resource/Marillion;  http://dbpedia.org/resource/Steve_Hogarth  ;true
http://dbpedia.org/resource/Marillion;  http://dbpedia.org/resource/Steve_Rothery  ;true
http://dbpedia.org/resource/Marillion;  http://dbpedia.org/resource/Ian_Mosley  ;true
http://dbpedia.org/resource/Marillion;  http://dbpedia.org/resource/Mark_Kelly_(keyboardist)  ;true
http://dbpedia.org/resource/Marillion;  http://dbpedia.org/resource/Pete_Trewavas  ;true
http://dbpedia.org/resource/The_Submarines;  http://dbpedia.org/resource/John_Dragonetti  ;true
http://dbpedia.org/resource/2NE1;  http://dbpedia.org/resource/Park_Bom  ;true
http://dbpedia.org/resource/2NE1;  http://dbpedia.org/resource/CL_(singer)  ;true
http://dbpedia.org/resource/2NE1;  http://dbpedia.org/resource/CL_(singer)  ;true
http://dbpedia.org/resource/2NE1;  http://dbpedia.org/resource/Sandara_Park  ;true
http://dbpedia.org/resource/Amazing_Baby;  http://dbpedia.org/resource/Don_Devore  ;true
http://dbpedia.org/resource/Amazing_Baby;  http://dbpedia.org/resource/Miles_Benjamin_Anthony_Robinson  ;true
http://dbpedia.org/resource/Amazing_Baby;  http://dbpedia.org/resource/Johnny_Hunt  ;true
http://dbpedia.org/resource/Amazing_Baby;  http://dbpedia.org/resource/Johnny_Hunt  ;true
http://dbpedia.org/resource/Buono!;  http://dbpedia.org/resource/Momoko_Tsugunaga  ;true
http://dbpedia.org/resource/Buono!;  http://dbpedia.org/resource/Miyabi_Natsuyaki  ;true
http://dbpedia.org/resource/Buono!;  http://dbpedia.org/resource/Miyabi_Natsuyaki  ;true
http://dbpedia.org/resource/Buono!;  http://dbpedia.org/resource/Airi_Suzuki  ;true
http://dbpedia.org/resource/Buono!;  http://dbpedia.org/resource/Airi_Suzuki  ;true
http://dbpedia.org/resource/Jal_(band);  http://dbpedia.org/resource/Goher_Mumtaz  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Lee_Donghae  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Lee_Donghae  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Eunhyuk  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Leeteuk  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Yesung  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Cho_Kyuhyun  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Kangin  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Kim_Ryeowook  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Kim_Ryeowook  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Shindong  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Lee_Sung-min_(singer)  ;true
http://dbpedia.org/resource/Super_Junior;  http://dbpedia.org/resource/Lee_Sung-min_(singer)  ;true
http://dbpedia.org/resource/The_Wanted;  http://dbpedia.org/resource/Max_A._George  ;true
http://dbpedia.org/resource/The_Wanted;  http://dbpedia.org/resource/Jay_McGuiness  ;true
http://dbpedia.org/resource/Above_&_Beyond_(band);  http://dbpedia.org/resource/Tony_McGuinness_(English_musician)  ;true
http://dbpedia.org/resource/Phoenix_(band);  http://dbpedia.org/resource/Laurent_Brancowitz  ;true
http://dbpedia.org/resource/Phoenix_(band);  http://dbpedia.org/resource/Thomas_Mars  ;true
http://dbpedia.org/resource/Spandau_Ballet;  http://dbpedia.org/resource/Martin_Kemp  ;true
http://dbpedia.org/resource/Spandau_Ballet;  http://dbpedia.org/resource/Gary_Kemp  ;true
http://dbpedia.org/resource/Spandau_Ballet;  http://dbpedia.org/resource/Tony_Hadley  ;true
http://dbpedia.org/resource/Spandau_Ballet;  http://dbpedia.org/resource/Steve_Norman  ;true
http://dbpedia.org/resource/Spandau_Ballet;  http://dbpedia.org/resource/John_Keeble  ;true
http://dbpedia.org/resource/Augie_March;  http://dbpedia.org/resource/Glenn_Richards  ;true
http://dbpedia.org/resource/Augie_March;  http://dbpedia.org/resource/Adam_Donovan  ;true
http://dbpedia.org/resource/My_Morning_Jacket;  http://dbpedia.org/resource/Jim_James  ;true
http://dbpedia.org/resource/My_Morning_Jacket;  http://dbpedia.org/resource/Bo_Koster  ;true
http://dbpedia.org/resource/My_Morning_Jacket;  http://dbpedia.org/resource/Carl_Broemel  ;true
http://dbpedia.org/resource/My_Morning_Jacket;  http://dbpedia.org/resource/Tom_Blankenship  ;true
http://dbpedia.org/resource/My_Morning_Jacket;  http://dbpedia.org/resource/Patrick_Hallahan  ;true
http://dbpedia.org/resource/Rocket_from_the_Crypt;  http://dbpedia.org/resource/Andy_Stamets  ;true
http://dbpedia.org/resource/Rocket_from_the_Crypt;  http://dbpedia.org/resource/Jason_Crane  ;true
http://dbpedia.org/resource/Rocket_from_the_Crypt;  http://dbpedia.org/resource/Jason_Crane  ;true
http://dbpedia.org/resource/Rocket_from_the_Crypt;  http://dbpedia.org/resource/Paul_O'Beirne  ;true
http://dbpedia.org/resource/Rocket_from_the_Crypt;  http://dbpedia.org/resource/Mario_Rubalcaba  ;true
http://dbpedia.org/resource/Rocket_from_the_Crypt;  http://dbpedia.org/resource/John_Reis  ;true
http://dbpedia.org/resource/Solas_(group);  http://dbpedia.org/resource/Séamus_Egan  ;true
http://dbpedia.org/resource/Solas_(group);  http://dbpedia.org/resource/Winifred_Horan  ;true
http://dbpedia.org/resource/Ted_Leo_and_the_Pharmacists;  http://dbpedia.org/resource/James_Canty  ;true
http://dbpedia.org/resource/Ted_Leo_and_the_Pharmacists;  http://dbpedia.org/resource/Ted_Leo  ;true
http://dbpedia.org/resource/Matchbox_Twenty;  http://dbpedia.org/resource/Rob_Thomas_(musician)  ;true
http://dbpedia.org/resource/Matchbox_Twenty;  http://dbpedia.org/resource/Brian_Yale  ;true
http://dbpedia.org/resource/Matchbox_Twenty;  http://dbpedia.org/resource/Paul_Doucette  ;true
http://dbpedia.org/resource/Ruby_Isle;  http://dbpedia.org/resource/Mark_Mallman  ;true
http://dbpedia.org/resource/Brazzaville_(US_band);  http://dbpedia.org/resource/David_Arthur_Brown  ;true
http://dbpedia.org/resource/Metallica;  http://dbpedia.org/resource/Robert_Trujillo  ;true
http://dbpedia.org/resource/Metallica;  http://dbpedia.org/resource/Kirk_Hammett  ;true
http://dbpedia.org/resource/Metallica;  http://dbpedia.org/resource/Lars_Ulrich  ;true
http://dbpedia.org/resource/Metallica;  http://dbpedia.org/resource/James_Hetfield  ;true
http://dbpedia.org/resource/Mike_Herrera's_Tumbledown;  http://dbpedia.org/resource/Mike_Herrera  ;true
http://dbpedia.org/resource/Nightrage;  http://dbpedia.org/resource/Anders_Hammer  ;true
http://dbpedia.org/resource/Nightrage;  http://dbpedia.org/resource/Marios_Iliopoulos  ;true
http://dbpedia.org/resource/Quilapayún;  http://dbpedia.org/resource/Patricio_Castillo_(musician)  ;true
http://dbpedia.org/resource/Quilapayún;  http://dbpedia.org/resource/Rodolfo_Parada  ;true
http://dbpedia.org/resource/Quilapayún;  http://dbpedia.org/resource/Eduardo_Carrasco  ;true
http://dbpedia.org/resource/Quilapayún;  http://dbpedia.org/resource/Julio_Numhauser  ;true
http://dbpedia.org/resource/W-inds;  http://dbpedia.org/resource/Ryuichi_Ogata  ;true
http://dbpedia.org/resource/W-inds;  http://dbpedia.org/resource/Keita_Tachibana  ;true
http://dbpedia.org/resource/W-inds;  http://dbpedia.org/resource/Ryohei_Chiba  ;true
http://dbpedia.org/resource/Rival_Sons;  http://dbpedia.org/resource/Michael_Miley  ;true
http://dbpedia.org/resource/Rival_Sons;  http://dbpedia.org/resource/Scott_Holiday  ;true
http://dbpedia.org/resource/Callalily;  http://dbpedia.org/resource/Kean_Cipriano  ;true
http://dbpedia.org/resource/Spinnerette;  http://dbpedia.org/resource/Tony_Bevilacqua  ;true
http://dbpedia.org/resource/Spinnerette;  http://dbpedia.org/resource/Brody_Dalle  ;true
http://dbpedia.org/resource/Spinnerette;  http://dbpedia.org/resource/Jack_Irons  ;true
http://dbpedia.org/resource/Spinnerette;  http://dbpedia.org/resource/Alain_Johannes  ;true
http://dbpedia.org/resource/WZRD_(band);  http://dbpedia.org/resource/Kid_Cudi  ;true
http://dbpedia.org/resource/WZRD_(band);  http://dbpedia.org/resource/Dot_da_Genius  ;true
http://dbpedia.org/resource/Kingdom_Come_(band);  http://dbpedia.org/resource/Lenny_Wolf  ;true
http://dbpedia.org/resource/Kingdom_Come_(band);  http://dbpedia.org/resource/Danny_Stag  ;true
http://dbpedia.org/resource/The_Union_(band);  http://dbpedia.org/resource/Phil_Martini  ;true
http://dbpedia.org/resource/The_Union_(band);  http://dbpedia.org/resource/Chris_Childs_(bassist)  ;true
http://dbpedia.org/resource/The_Union_(band);  http://dbpedia.org/resource/Luke_Morley  ;true
http://dbpedia.org/resource/R5_(band);  http://dbpedia.org/resource/Ellington_Ratliff  ;true
http://dbpedia.org/resource/R5_(band);  http://dbpedia.org/resource/Riker_Lynch  ;true
http://dbpedia.org/resource/R5_(band);  http://dbpedia.org/resource/Ross_Lynch  ;true
http://dbpedia.org/resource/R5_(band);  http://dbpedia.org/resource/Ross_Lynch  ;true
http://dbpedia.org/resource/R5_(band);  http://dbpedia.org/resource/Rydel_Lynch  ;true
http://dbpedia.org/resource/Magellan_(band);  http://dbpedia.org/resource/Trent_Gardner  ;true
http://dbpedia.org/resource/Orbital_(band);  http://dbpedia.org/resource/Paul_Hartnoll  ;true
http://dbpedia.org/resource/Glassjaw;  http://dbpedia.org/resource/Justin_Beck  ;true
http://dbpedia.org/resource/Glassjaw;  http://dbpedia.org/resource/Daryl_Palumbo  ;true
http://dbpedia.org/resource/The_Raincoats;  http://dbpedia.org/resource/Gina_Birch  ;true
http://dbpedia.org/resource/The_Raincoats;  http://dbpedia.org/resource/Ana_da_Silva  ;true
http://dbpedia.org/resource/Thousand_Foot_Krutch;  http://dbpedia.org/resource/Trevor_McNevan  ;true
http://dbpedia.org/resource/Ween;  http://dbpedia.org/resource/Glenn_McClelland  ;true
http://dbpedia.org/resource/Ween;  http://dbpedia.org/resource/Gene_Ween  ;true
http://dbpedia.org/resource/Ween;  http://dbpedia.org/resource/Dean_Ween  ;true
http://dbpedia.org/resource/Ween;  http://dbpedia.org/resource/Dave_Dreiwitz  ;true
http://dbpedia.org/resource/Ween;  http://dbpedia.org/resource/Claude_Coleman_Jr.  ;true
http://dbpedia.org/resource/Great_Lake_Swimmers;  http://dbpedia.org/resource/Miranda_Mulholland  ;true
http://dbpedia.org/resource/Halestorm;  http://dbpedia.org/resource/Lzzy_Hale  ;true
http://dbpedia.org/resource/The_Killers;  http://dbpedia.org/resource/Mark_Stoermer  ;true
http://dbpedia.org/resource/The_Killers;  http://dbpedia.org/resource/Brandon_Flowers  ;true
http://dbpedia.org/resource/The_Killers;  http://dbpedia.org/resource/Dave_Keuning  ;true
http://dbpedia.org/resource/Misery_Inc.;  http://dbpedia.org/resource/Mikko_Herranen  ;true
http://dbpedia.org/resource/Glass_Hammer;  http://dbpedia.org/resource/Jon_Davison  ;true
http://dbpedia.org/resource/The_Dictators;  http://dbpedia.org/resource/Ross_the_Boss  ;true
http://dbpedia.org/resource/The_Dictators;  http://dbpedia.org/resource/Scott_Kempner  ;true
http://dbpedia.org/resource/The_Dictators;  http://dbpedia.org/resource/Andy_Shernoff  ;true
http://dbpedia.org/resource/The_Dictators;  http://dbpedia.org/resource/Richard_Manitoba  ;true
http://dbpedia.org/resource/Thunder_(band);  http://dbpedia.org/resource/Chris_Childs_(bassist)  ;true
http://dbpedia.org/resource/Thunder_(band);  http://dbpedia.org/resource/Ben_Matthews_(musician)  ;true
http://dbpedia.org/resource/Thunder_(band);  http://dbpedia.org/resource/Danny_Bowes  ;true
http://dbpedia.org/resource/Thunder_(band);  http://dbpedia.org/resource/Luke_Morley  ;true
http://dbpedia.org/resource/Crvena_jabuka;  http://dbpedia.org/resource/Dražen_Žerić  ;true
http://dbpedia.org/resource/Crvena_jabuka;  http://dbpedia.org/resource/Darko_Jelčić  ;true
http://dbpedia.org/resource/MercyMe;  http://dbpedia.org/resource/Bart_Millard  ;true
http://dbpedia.org/resource/Bad_Copy;  http://dbpedia.org/resource/Ajs_Nigrutin  ;true
http://dbpedia.org/resource/Bad_Copy;  http://dbpedia.org/resource/Timbe  ;true
http://dbpedia.org/resource/Bad_Copy;  http://dbpedia.org/resource/Timbe  ;true
http://dbpedia.org/resource/Bad_Copy;  http://dbpedia.org/resource/Wikluh_Sky  ;true
http://dbpedia.org/resource/Cross_Canadian_Ragweed;  http://dbpedia.org/resource/Cody_Canada  ;true
http://dbpedia.org/resource/The_Feelies;  http://dbpedia.org/resource/Glenn_Mercer  ;true
http://dbpedia.org/resource/Compton's_Most_Wanted;  http://dbpedia.org/resource/DJ_Slip  ;true
http://dbpedia.org/resource/Compton's_Most_Wanted;  http://dbpedia.org/resource/Tha_Chill  ;true
